genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
TAF1|TAF2A|CCG1|BA2R|DYT3|MRXS33	TAF1|TAF1,TAF10|TAF1|TAF1|TAF1|NA	TAF10,TAF1	Dystonia-Parkinsonism, X-linked	X-linked recessive	313650	314250	X	SVA retrotransposon insertion
HDAC8|WTS|MRXS6|CDLS5	HDAC8|HDAC8|HDAC8|NA	HDAC8	Wilson-Turner syndrome	X-linked dominant	300269	309585	X	NA
HDAC8|WTS|MRXS6|CDLS5	HDAC8|HDAC8|HDAC8|NA	HDAC8	Cornelia de Lange syndrome 5	X-linked dominant	300269	300882	X	NA
PHKA1	PHKA1	PHKA1	Muscle glycogenosis	X-linked recessive	311870	300559	X	?proximal and close to PGKA;
XIC|XCE|XIST|SXI1	XIC|ECEL1,XCE|XIST|NA	XIST,ECEL1,XIC,XCE	X-inactivation, familial skewed	None	314670	300087	X	q13-q21; metaphase bend, or fold, at q13.3-q21.1
SLC16A2|DXS128|XPCT	SLC16A2|SLC16A2|SLC16A2	SLC16A2	Allan-Herndon-Dudley syndrome	X-linked dominant	300095	300523	X	NA
KIAA2022|MRX98	KIAA2022|KIAA2022	KIAA2022	Mental retardation, X-linked 98	X-linked recessive	300524	300912	X	inv(X)(q13;p22)
ABCB7|ABC7|ASAT	ABCB7|ABCB7|ABCB7	ABCB7	Anemia, sideroblastic, with ataxia	X-linked recessive	300135	301310	X	NA
ZDHHC15|MRX91	ZDHHC15|ZDHHC15	ZDHHC15	?Mental retardation, X-linked 91	X-linked dominant	300576	300577	X	disruption of ZDHHC15 identified in 1 patient
PARK12	PARK12	PARK12	Parkinson disease 12	None	300557	300557	X	max lod with DXS1106, DXS8055, DXS1001
FGF16|MF4	FGF16|FGF16	FGF16	Metacarpal 4-5 fusion	X-linked recessive	300827	309630	X	previously mapped to 8q21.3
ATRX|XH2|XNP|SHS|SFM1|MRXHF1	ATRX|ATRX|ATRX|PQBP1|NA|NA	ATRX,PQBP1	Mental retardation-hypotonic facies syndrome, X-linked	X-linked recessive	300032	309580	X	NA
ATRX|XH2|XNP|SHS|SFM1|MRXHF1	ATRX|ATRX|ATRX|PQBP1|NA|NA	ATRX,PQBP1	Alpha-thalassemia/mental retardation syndrome	X-linked dominant	300032	301040	X	NA
ATRX|XH2|XNP|SHS|SFM1|MRXHF1	ATRX|ATRX|ATRX|PQBP1|NA|NA	ATRX,PQBP1	Alpha-thalassemia myelodysplasia syndrome, somatic	None	300032	300448	X	NA
MAGT1|IAP|XMEN	MAGT1|CD47,IAPP,MAGT1|NA	CD47,MAGT1,IAPP	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	None	300715	300853	X	NA
COX7B|LSDMCA2	COX7B|NA	COX7B	Linear skin defects with multiple congenital anomalies	X-linked dominant	300885	300887	X	NA
ATP7A|MNK|MK|OHS|SMAX3	ATP7A|ATP7A|MDK,MVK|NA|NA	MDK,MVK,ATP7A	Occipital horn syndrome	X-linked recessive	300011	304150	X	probably Xq13.2-q13.3, ~150kb prox. to PGK1
ATP7A|MNK|MK|OHS|SMAX3	ATP7A|ATP7A|MDK,MVK|NA|NA	MDK,MVK,ATP7A	Menkes disease	X-linked recessive	300011	309400	X	probably Xq13.2-q13.3, ~150kb prox. to PGK1
ATP7A|MNK|MK|OHS|SMAX3	ATP7A|ATP7A|MDK,MVK|NA|NA	MDK,MVK,ATP7A	Spinal muscular atrophy, distal, X-linked 3	X-linked recessive	300011	300489	X	probably Xq13.2-q13.3, ~150kb prox. to PGK1
PGK1|PGKA	PGK1|NA	PGK1	Phosphoglycerate kinase 1 deficiency	X-linked recessive	311800	300653	X	?Xq13.3; pseudogenes PGK1P1 on Xq, PGK1P2 on chr. 6
TBX22|CPX|ABERS	TBX22|CPOX,EBP,TBX22|NA	CPOX,TBX22,EBP	Cleft palate with ankyloglossia	X-linked	300307	303400	X	1 ABERS family identified with mutation
TBX22|CPX|ABERS	TBX22|CPOX,EBP,TBX22|NA	CPOX,TBX22,EBP	?Abruzzo-Erickson syndrome	X-linked	300307	302905	X	1 ABERS family identified with mutation
BRWD3|MRX93	BRWD3|BRWD3	BRWD3	Mental retardation, X-linked 93	X-linked recessive	300553	300659	X	NA
POU3F4|DFN3|DFNX2	POU3F4|POU3F4|POU3F4	POU3F4	Deafness, X-linked 2	X-linked recessive	300039	304400	X	NA
ZNF711|ZNF6|CMPX1|MRX97	ZNF711|ZNF711|ZNF711|ZNF711	ZNF711	Mental retardation, X-linked 97	None	314990	300803	X	NA
FLJ22792|POF1B|POF2B	POF1B|POF1B|NA	POF1B	Premature ovarian failure 2B	None	300603	300604	X	NA
CHM|TCD	CHM|CHM	CHM	Choroideremia	X-linked dominant	300390	303100	X	NA
DIAPH2|DIA|POF2	DIAPH2|DIAPH2,LIF|DIAPH2	LIF,DIAPH2	Premature ovarian failure	None	300108	300511	X	NA
AI1E2|AIH3	NA|AIH3	AIH3	?Amelogenesis imperfecta, type IE, X-linked 2	X-linked	301201	301201	X	NA
PCDH19|KIAA1313|EFMR|EIEE9	PCDH19|PCDH19|PCDH19|PCDH19	PCDH19	Epileptic encephalopathy, early infantile, 9	X-linked	300460	300088	X	NA
SRPX2|SRPUL|RESDX	SRPX2|SRPX2|NA	SRPX2	?Rolandic epilepsy, mental retardation, and speech dyspraxia	None	300642	300643	X	mutation identified in 1 RESDX family
TIMM8A|DFN1|DDP|MTS|DDP1	TIMM8A|TIMM8A|TIMM8A|TIMM8A|NA	TIMM8A	Mohr-Tranebjaerg syndrome	X-linked recessive	300356	304700	X	NA
BTK|AGMX1|IMD1|XLA|AT	BTK|BTK|BTK|BTK|NA	BTK	Agammaglobulinemia, X-linked 1	X-linked recessive	300300	300755	X	NA
BTK|AGMX1|IMD1|XLA|AT	BTK|BTK|BTK|BTK|NA	BTK	Agammaglobulinemia and isolated hormone deficiency	X-linked recessive	300300	307200	X	NA
GLA	GLA,NAT8	GLA,NAT8	Fabry disease	X-linked	300644	301500	X	NA
GLA	GLA,NAT8	GLA,NAT8	Fabry disease, cardiac variant	X-linked	300644	301500	X	NA
MRX53	MRX53	MRX53	Mental retardation, X-linked 53	None	300324	300324	X	NA
PLP1|PMD|HLD1|SPG2	PLP1|NA|NA|PLP1	PLP1	Spastic paraplegia 2, X-linked	X-linked recessive	300401	312920	X	NA
PLP1|PMD|HLD1|SPG2	PLP1|NA|NA|PLP1	PLP1	Pelizaeus-Merzbacher disease	X-linked recessive	300401	312080	X	NA
FGS5	FGS5	FGS5	FG syndrome 5	None	300581	300581	X	NA
TBG	SERPINA7	SERPINA7	Thyroxine-binding globulin deficiency	None	314200	NA	X	NA
PRPS1|CMTX5|DFNX1|DFN2	PRPS1|PRPS1|PRPS1|PRPS1	PRPS1	Phosphoribosylpyrophosphate synthetase superactivity	X-linked recessive	311850	300661	X	NA
PRPS1|CMTX5|DFNX1|DFN2	PRPS1|PRPS1|PRPS1|PRPS1	PRPS1	Gout, PRPS-related	X-linked recessive	311850	300661	X	NA
PRPS1|CMTX5|DFNX1|DFN2	PRPS1|PRPS1|PRPS1|PRPS1	PRPS1	Deafness, X-linked 1	X-linked	311850	304500	X	NA
PRPS1|CMTX5|DFNX1|DFN2	PRPS1|PRPS1|PRPS1|PRPS1	PRPS1	Charcot-Marie-Tooth disease, X-linked recessive, 5	X-linked recessive	311850	311070	X	NA
PRPS1|CMTX5|DFNX1|DFN2	PRPS1|PRPS1|PRPS1|PRPS1	PRPS1	Arts syndrome	X-linked recessive	311850	301835	X	NA
MID2|MRX101	MID2|MID2	MID2	?Mental retardation, X-linked 101	X-linked recessive	300204	300928	X	mutation identified in 1 MRX101 family
COL4A6|DELXq22.3|CXDELq22.3|DFNX6	COL4A6|NA|NA|NA	COL4A6	?Deafness, X-linked 6	X-linked recessive	303631	300914	X	mutation identified in 1 DFNX6 family
COL4A5|ATS|ASLN	COL4A5|COL4A5|COL4A5	COL4A5	Alport syndrome	X-linked dominant	303630	301050	X	diffuse leiomyomatosis with Alport syndrome = contiguous gene syndrome with COL4A6
MRX23	MRX23	MRX23	Mental retardation, X-linked 23	X-linked	300046	300046	X	other MRX in same region MRX27, MRX30, MRX35, MRX47, MRX80
MYP13	MYP13	MYP13	Myopia 13	None	300613	300613	X	between DXS1210 and DXS1227
ACSL4|FACL4|ACS4|MRX63	ACSL4|ACSL4|ACSL4|ACSL4	ACSL4	Mental retardation, X-linked 63	None	300157	300387	X	NA
CHRDL1|VOPT|MGC1	CHRDL1|NA|CHRDL1	CHRDL1	Megalocornea 1, X-linked	X-linked recessive	300350	309300	X	NA
PAK3|MRX30|MRX47	ARHGEF7,PAK3|PAK3|PAK3	ARHGEF7,PAK3	Mental retardation, X-linked 30/47	X-linked recessive	300142	300558	X	NA
DCX|DBCN|LISX	DCX|DCX|DCX	DCX	Subcortical laminal heteropia, X-linked	X-linked	300121	300067	X	NA
DCX|DBCN|LISX	DCX|DCX|DCX	DCX	Lissencephaly, X-linked	X-linked	300121	300067	X	NA
ALG13|GLT28D1|CDG1S|EIEE36	ALG13|ALG13|NA|NA	ALG13	Epileptic encephalopathy, early infantile, 36	X-linked recessive	300776	300884	X	NA
PLS3|BMND18	PLS3|NA	PLS3	Bone mineral density QTL18, osteoporosis	X-linked dominant	300131	300910	X	NA
SLC6A14|OBX|BMIQ11	SLC6A14|NA|NA	SLC6A14	Obesity, susceptibility to, BMIQ11	None	300444	300306	X	NA
ADFN|ALDS	ADFN|NA	ADFN	Albinism-deafness syndrome	X-linked	300700	300700	X	~8cM proximal to F9
MRX82	MRX82	MRX82	Mental retardation, X-linked 82	None	300518	300518	X	between DXS6805 and DXS7346
MRX88	AGTR2	AGTR2	Mental retardation, X-linked 88	None	300852	300852	X	NA
SPG34	SPG34	SPG34	Spastic paraplegia 34, X-linked	X-linked recessive	300750	300750	X	max lod at DXS8057
UBE2A|RAD6A|MRXSN|MRXS30	UBE2A|UBE2A|NA|NA	UBE2A	Mental retardation, X-linked syndromic, Nascimento-type	X-linked recessive	312180	300860	X	NA
UPF3B|RENT3B|MRXS14	UPF3B|UPF3B|NA	UPF3B	Mental retardation, X-linked, syndromic 14	X-linked recessive	300298	300676	X	NA
RNF113A|ZNF183|TTD5	RNF113A|RNF113A|NA	RNF113A	?Trichothiodystrophy 5, nonphotosensitive	X-linked dominant	300951	300953	X	mutation identified in 1 TTD5 family
NDUFA1|MWFE	NDUFA1|NDUFA1	NDUFA1	Mitochondrial complex I deficiency	Mitochondrial; X-linked dominant; Autosomal recessive	300078	252010	X	NA
LAMP2|LAMPB|LGP110	LAMP2|NA|NA	LAMP2	Danon disease	X-linked dominant	309060	300257	X	NA
CUL4B|MRXSC|MRXHF2|SFM2|MRXS15	CUL4B|NA|NA|NA|NA	CUL4B	Mental retardation, X-linked, syndromic 15 (Cabezas type)	X-linked recessive	300304	300354	X	NA
C1GALT1C1|COSMC|C1GALT2|TNPS	C1GALT1C1|C1GALT1C1|C1GALT1C1|NA	C1GALT1C1	Tn polyagglutination syndrome, somatic	None	300611	300622	X	NA
THAS|TAS	THAS,TBXAS1|NA	THAS,TBXAS1	Thoracoabdominal syndrome	X-linked	313850	313850	X	NA
GRIA3|GLUR3|MRX94	GRIA3|GRIA3|GRIA3	GRIA3	Mental retardation, X-linked 94	X-linked recessive	305915	300699	X	NA
THOC2|THO2|MRX12|MRX35	THOC2|THOC2|MRX12|MRX35	THOC2,MRX35,MRX12	Mental retardation, X-linked 12/35	X-linked recessive	300395	300957	X	NA
XIAP|BIRC4|API3|XLP2	XIAP|XIAP|XIAP|NA	XIAP	Lymphoproliferative syndrome, X-linked, 2	None	300079	300635	X	NA
SH2D1A|LYP|IMD5|XLP|XLPD1	SH2D1A|SH2D1A|SH2D1A|SH2D1A|NA	SH2D1A	Lymphoproliferative syndrome, X-linked, 1	X-linked recessive	300490	308240	X	1cM from DXS42; no recombination with DXS37
CMTX3	CMTX3	CMTX3	Charcot-Marie-Tooth neuropathy, X-linked recessive, 3	X-linked recessive	302802	302802	X	between DXS984 and DXS8106
HPT|HPTX|HYPX	HPT|NA|HPT	HPT	Hypoparathyroidism, X-linked	X-linked	307700	307700	X	?mutations in SOX3
MRX42	MRX42	MRX42	Mental retardation, X-linked 42	None	300372	300372	X	?pericentromeric region
RP24	RP24	RP24	Retinitis pigmentosa 24	None	300155	300155	X	NA
SHFM2|SHFD2	SHFM2|SHFM2	SHFM2	Split hand/foot malformation 2	X-linked	313350	313350	X	NA
OCRL|LOCR|OCRL1|NPHL2	OCRL|NA|OCRL|CLCN5	OCRL,CLCN5	Lowe syndrome	X-linked recessive	300535	309000	X	NA
OCRL|LOCR|OCRL1|NPHL2	OCRL|NA|OCRL|CLCN5	OCRL,CLCN5	Dent disease 2	X-linked recessive	300535	300555	X	NA
XPNPEP2|AEACEI	XPNPEP2|NA	XPNPEP2	Angioedema induced by ACE inhibitors, susceptibility to	None	300145	300909	X	NA
ZDHHC9|DHHC9|MRXSZ	ZDHHC9|NA|NA	ZDHHC9	Mental retardation, X-linked syndromic, Raymond type	None	300646	300799	X	NA
AIFM1|PDCD8|AIF|COXPD6|COWCK|CMTX4|DFNX5	AIFM1|AIFM1|AIFM1|NA|NA|AIFM1|AUNX1	AUNX1,AIFM1	Deafness, X-linked 5	X-linked recessive	300169	300614	X	NA
AIFM1|PDCD8|AIF|COXPD6|COWCK|CMTX4|DFNX5	AIFM1|AIFM1|AIFM1|NA|NA|AIFM1|AUNX1	AUNX1,AIFM1	Cowchock syndrome	X-linked recessive	300169	310490	X	NA
AIFM1|PDCD8|AIF|COXPD6|COWCK|CMTX4|DFNX5	AIFM1|AIFM1|AIFM1|NA|NA|AIFM1|AUNX1	AUNX1,AIFM1	Combined oxidative phosphorylation deficiency 6	X-linked recessive	300169	300816	X	NA
IGSF1|IGDC1|CHTE	IGSF1|IGSF1|NA	IGSF1	Hypothyroidism, central, and testicular enlargement	X-linked recessive	300137	300888	X	NA
FRMD7|NYS1|XIPAN	FRMD7|FRMD7|NA	FRMD7	Nystagmus, infantile periodic alternating, X-linked	X-linked	300628	310700	X	NA
FRMD7|NYS1|XIPAN	FRMD7|FRMD7|NA	FRMD7	Nystagmus 1, congenital, X-linked	X-linked	300628	310700	X	NA
GPC3|SDYS|SGBS1	GPC3|GPC3|GPC3	GPC3	Wilms tumor, somatic	None	300037	194070	X	NA
GPC3|SDYS|SGBS1	GPC3|GPC3|GPC3	GPC3	Simpson-Golabi-Behmel syndrome, type 1	X-linked recessive	300037	312870	X	NA
PHF6|BFLS	PHF6|PHF6	PHF6	Borjeson-Forssman-Lehmann syndrome	X-linked recessive	300414	301900	X	NA
HPRT1|HPRT	HPRT1|HPRT1	HPRT1	Lesch-Nyhan syndrome	X-linked recessive	308000	300322	X	NA
HPRT1|HPRT	HPRT1|HPRT1	HPRT1	HPRT-related gout	X-linked recessive	308000	300323	X	NA
SLC9A6|NHE6	SLC9A6|SLC9A6	SLC9A6	Mental retardation, X-linked syndromic, Christianson type	X-linked dominant	300231	300243	X	NA
FHL1|SLIM1|XMPMA|KYOT|FHL1A|FHL1B|RBMX1A|RBMX1B	HPLH1,CFH,FHL1|FHL1|FHL1|NA|NA|FHL1|NA|NA	HPLH1,FHL1,CFH	Scapuloperoneal myopathy, X-linked dominant	X-linked dominant	300163	300695	X	NA
FHL1|SLIM1|XMPMA|KYOT|FHL1A|FHL1B|RBMX1A|RBMX1B	HPLH1,CFH,FHL1|FHL1|FHL1|NA|NA|FHL1|NA|NA	HPLH1,FHL1,CFH	Reducing body myopathy, X-linked 1b, with late childhood or adult onset	X-linked	300163	300718	X	NA
FHL1|SLIM1|XMPMA|KYOT|FHL1A|FHL1B|RBMX1A|RBMX1B	HPLH1,CFH,FHL1|FHL1|FHL1|NA|NA|FHL1|NA|NA	HPLH1,FHL1,CFH	Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset	X-linked dominant	300163	300717	X	NA
FHL1|SLIM1|XMPMA|KYOT|FHL1A|FHL1B|RBMX1A|RBMX1B	HPLH1,CFH,FHL1|FHL1|FHL1|NA|NA|FHL1|NA|NA	HPLH1,FHL1,CFH	Myopathy, X-linked, with postural muscle atrophy	X-linked recessive	300163	300696	X	NA
FHL1|SLIM1|XMPMA|KYOT|FHL1A|FHL1B|RBMX1A|RBMX1B	HPLH1,CFH,FHL1|FHL1|FHL1|NA|NA|FHL1|NA|NA	HPLH1,FHL1,CFH	Emery-Dreifuss muscular dystrophy 6, X-linked	X-linked recessive	300163	300696	X	NA
TNFSF5|CD40LG|HIGM1|IGM	CD40LG|CD40LG|CD40LG|NA	CD40LG	Immunodeficiency, X-linked, with hyper-IgM	X-linked recessive	300386	308230	X	Between DSX144E and DSX300
ARHGEF6|MRX46|COOL2	ARHGEF6|ARHGEF6|NA	ARHGEF6	Mental retardation, X-linked 46	X-linked recessive	300267	300436	X	NA
RBMX|MRXS11	RBMX|MRXS11	MRXS11,RBMX	?Mental retardation, X-linked, syndromic 11, Shashi type	X-linked recessive	300199	300238	X	mutation identified in 1 MRXS11 family
GPR101|PAGH2	GPR101|NA	GPR101	Pituitary adenoma, growth hormone-secreting 2	None	300393	300943	X	NA
ZIC3|HTX1|HTX|VACTERLX	ZIC3|ZIC3|ZIC3|NA	ZIC3	VACTERL association, X-linked	X-linked recessive	300265	314390	X	NA
ZIC3|HTX1|HTX|VACTERLX	ZIC3|ZIC3|ZIC3|NA	ZIC3	Heterotaxy, visceral, 1, X-linked	X-linked recessive	300265	306955	X	NA
ZIC3|HTX1|HTX|VACTERLX	ZIC3|ZIC3|ZIC3|NA	ZIC3	Congenital heart defects, nonsyndromic, 1, X-linked	X-linked recessive	300265	306955	X	NA
COD2	COD2,COG6	COD2,COG6	Cone dystrophy, progressive X-linked, 2	X-linked	300085	300085	X	NA
HTC2|HCG|CGH|CXINSq27.1|	HTC2|HTC2,CGA,CGB5|HTC2|NA|NA	CGA,CGB5,HTC2	Hypertrichosis, congenital generalized	X-linked dominant	307150	307150	X	palindrome-mediated interchromosomal insertion at Xq27.1
MCOPS4|ANOP1	ANOP1|ANOP1	ANOP1	?Microphthalmia, syndromic 4	X-linked	301590	301590	X	NA
TGCT1	TGCT1	TGCT1	Testicular germ cell tumor	None	300228	300228	X	NA
F9|HEMB|THPH8	F9|NA|NA	F9	Deep venous thrombosis, protection against	None	300746	300807	X	distal to HPRT; proximal part of Xq27
F9|HEMB|THPH8	F9|NA|NA	F9	Thrombophilia, X-linked, due to factor IX defect	None	300746	300807	X	distal to HPRT; proximal part of Xq27
F9|HEMB|THPH8	F9|NA|NA	F9	Hemophilia B	X-linked recessive	300746	306900	X	distal to HPRT; proximal part of Xq27
F9|HEMB|THPH8	F9|NA|NA	F9	Warfarin sensitivity	Autosomal dominant	300746	122700	X	distal to HPRT; proximal part of Xq27
SOX3|MRGH	SOX3|NA	SOX3	Panhypopituitarism, X-linked	X-linked	313430	312000	X	P mutant in BFLS
SOX3|MRGH	SOX3|NA	SOX3	Mental retardation, X-linked, with isolated growth hormone deficiency	None	313430	300123	X	P mutant in BFLS
DYX9	DYX9	DYX9	Dyslexia, susceptibility to, 9	None	300509	300509	X	max lod at DXS8043
FMR1|FRAXA|POF1	FMR1|FMR1,FRAXA|FMR1	FMR1,FRAXA	Fragile X tremor/ataxia syndrome	X-linked dominant	309550	300623	X	8-8.7Mb from telomere
FMR1|FRAXA|POF1	FMR1|FMR1,FRAXA|FMR1	FMR1,FRAXA	Fragile X syndrome	X-linked dominant	309550	300624	X	8-8.7Mb from telomere
FMR1|FRAXA|POF1	FMR1|FMR1,FRAXA|FMR1	FMR1,FRAXA	Premature ovarian failure 1	X-linked	309550	311360	X	8-8.7Mb from telomere
MAFD2|MDX	MAFD2|NA	MAFD2	?Major affective disorder 2	X-linked dominant	309200	309200	X	linkage to G6PD,CB in non-Ashkenazi Jews
MRSD|CHRS	MRSD|NA	MRSD	Mental retardation-skeletal dysplasia	X-linked	309620	309620	X	NA
MYP1	MYP1	MYP1	Myopia-1	X-linked recessive	310460	310460	X	NA
RP34	RP34	RP34	Retinitis pigmentosa 34	None	300605	300605	X	NA
TKCR|TKC	TKCR|TKCR	TKCR	Goeminne TKCR syndrome	X-linked	314300	314300	X	distal to G6PD
AFF2|FMR2|FRAXE|MRX2	AFF2|AFF2|AFF2,FRAXE|PQBP1	FRAXE,AFF2,PQBP1	Mental retardation, X-linked, FRAXE type	X-linked recessive	300806	309548	X	NA
IDS|MPS2|SIDS	IDS|NA|IDS	IDS	Mucopolysaccharidosis II	X-linked recessive	300823	309900	X	telomeric IDS2 source of inversion in IDS
MAMLD1|CXorf6|F18|HYSP2	MAMLD1|MAMLD1|MAMLD1|NA	MAMLD1	Hypospadias 2, X-linked	X-linked recessive	300120	300758	X	near MTM1 in microdeletion
MTM1|MTMX	MTM1|NA	MTM1	Myotubular myopathy, X-linked	X-linked recessive	300415	310400	X	close to F8
HMGB3|HMG4|HMG2A|MCOPS13	HMGB3|HMGB3|HMGB3|NA	HMGB3	?Microphthalmia, syndromic 13	X-linked	300193	300915	X	mutation identified in 1 MCOPS13 family
VMA21|XMEA	VMA21|VMA21	VMA21	Myopathy, X-linked, with excessive autophagy	X-linked recessive	300913	310440	X	NA
NSDHL	NSDHL	NSDHL	CHILD syndrome	X-linked dominant	300275	308050	X	NA
NSDHL	NSDHL	NSDHL	CK syndrome	X-linked recessive	300275	300831	X	NA
ATP2B3|PMCA3|SCAX1	ATP2B3|ATP2B3|ATP2B3	ATP2B3	?Spinocerebellar ataxia, X-linked 1	X-linked recessive	300014	302500	X	mutation identified in 1 family
FAM58A|STAR	FAM58A|GUCY2C,STAR	GUCY2C,STAR,FAM58A	STAR syndrome	X-linked dominant	300708	300707	X	NA
SLC6A8|CRTR|CCDS1	SLC6A8|SLC6A8|NA	SLC6A8	Cerebral creatine deficiency syndrome 1	X-linked recessive	300036	300352	X	distal to G6PD
BCAP31|BAP31|DXS1357E|DDCH	BCAP31|BCAP31|BCAP31|NA	BCAP31	Deafness, dystonia, and cerebral hypomyelination	X-linked recessive	300398	300475	X	NA
ABCD1|ALD|AMN	ABCD1|ABCD1|ABCD1,AMN	ABCD1,AMN	Adrenomyeloneuropathy, adult	X-linked recessive	300371	300100	X	about 650kb from GCP/RCP
ABCD1|ALD|AMN	ABCD1|ABCD1|ABCD1,AMN	ABCD1,AMN	Adrenoleukodystrophy	X-linked recessive	300371	300100	X	about 650kb from GCP/RCP
SSR4|TRAPD|CDG1Y	SSR4|SSR4|NA	SSR4	?Congenital disorder of glycosylation, type Iy	X-linked recessive	300090	300934	X	mutation identified in 1 CDG1Y patient
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	Hydrocephalus due to aqueductal stenosis	X-linked recessive	308840	307000	X	between RCP/GCP cluster and G6PD
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	CRASH syndrome	X-linked recessive	308840	303350	X	between RCP/GCP cluster and G6PD
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	Corpus callosum, partial agenesis of	X-linked	308840	304100	X	between RCP/GCP cluster and G6PD
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	MASA syndrome	X-linked recessive	308840	303350	X	between RCP/GCP cluster and G6PD
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	Hydrocephalus with Hirschsprung disease	X-linked recessive	308840	307000	X	between RCP/GCP cluster and G6PD
L1CAM|CAML1|HSAS1|MASA|SPG1	L1CAM|NA|L1CAM|ENOPH1,L1CAM|L1CAM	ENOPH1,L1CAM	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	X-linked recessive	308840	307000	X	between RCP/GCP cluster and G6PD
AVPR2|DIR|DI1|ADHR	AVPR2|AVPR2|NA|NA	AVPR2	Nephrogenic syndrome of inappropriate antidiuresis	X-linked recessive	300538	300539	X	NA
AVPR2|DIR|DI1|ADHR	AVPR2|AVPR2|NA|NA	AVPR2	Diabetes insipidus, nephrogenic	X-linked recessive	300538	304800	X	NA
NAA10|ARD1A|ARD1|TE2|NATD|OGDNS|MCOPS1	NAA10|NAA10|NAA10,PPP1R8,TRIM23|NAA10|NA|NA|NA	PPP1R8,NAA10,TRIM23	Ogden syndrome	X-linked dominant; X-linked recessive	300013	300855	X	mutation identified in 1 MCOPS1 family
NAA10|ARD1A|ARD1|TE2|NATD|OGDNS|MCOPS1	NAA10|NAA10|NAA10,PPP1R8,TRIM23|NAA10|NA|NA|NA	PPP1R8,NAA10,TRIM23	?Microphthalmia, syndromic 1	X-linked	300013	309800	X	mutation identified in 1 MCOPS1 family
HCFC1|HCF1|MRX3	HCFC1|HCFC1|HCFC1	HCFC1	Mental retardation, X-linked 3 (methylmalonic acidemia and homocysteinemia, cblX type )	X-linked recessive	300019	309541	X	50kb distal to V2R
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Mental retardation, X-linked syndromic, Lubs type	X-linked recessive	300005	300260	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Autism susceptibility, X-linked 3	Multifactorial; X-linked; Isolated cases	300005	300496	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Encephalopathy, neonatal severe	X-linked recessive	300005	300673	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Rett syndrome, preserved speech variant	X-linked dominant	300005	312750	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Rett syndrome, atypical	X-linked dominant	300005	312750	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Rett syndrome	X-linked dominant	300005	312750	X	70kb centromeric of RCP/GCP
MECP2|RTT|PPMX|MRX16|MRX79|AUTSX3|MRXSL|MRXS13|MRX79|MRX16	MECP2|MECP2|NA|MECP2|MECP2|NA|NA|NA|MECP2|MECP2	MECP2	Mental retardation, X-linked, syndromic 13	X-linked recessive	300005	300055	X	70kb centromeric of RCP/GCP
OPN1LW|RCP|CBP|CBBM	OPN1LW|CRCP,OPN1LW,RAB11FIP1|CREBBP,OPN1LW,PAG1|OPN1LW,OPN1MW	CRCP,PAG1,RAB11FIP1,OPN1LW,OPN1MW,CREBBP	Colorblindness, protan	X-linked	300822	303900	X	5' to CBD
